hemis_credits_total,hemis_credits_passed,hemis_credits_failed,hemis_credit_pass_rate,target_success_75,matric_school_name,teaching_language,teacher_language_alternation_helped,school_language_same_as_home,english_language_level,school_fee_source,matric_class_size,school_location,school_facilities_count,school_facilities_used_count,school_commute_mode,used_online_learning,school_leadership_activity,school_meal_source,school_academic_achievement,home_resources_count,family_attended_university,home_location,general_support_source,has_dependents,number_of_dependents,has_disability_or_special_needs,plans_part_time_work,part_time_hours,concern_academic,concern_financial,concern_adjustment_belonging,concern_accommodation_transport,concern_safety_health,concern_time_management,concern_any,programme_choice,first_choice_influence,university_accommodation,accommodation_type,accommodation_internet,accommodation_backup_power,distance_from_campus,travel_to_campus,travel_time_to_8am,devices_owned_count,tuition_funding,accommodation_funding,living_expense_funding,applied_nsfas,nsfas_approved,father_employment_status,mother_employment_status
,,,,,TSHIKUNDAMALEMA SECONDARY SCHOOL ,Tshivenda,1.0,1.0,First,No fee-paying school,Between 41 and 60,Rural Village,8,8,School Bus,0.0,,,,3,1.0,Farm,Single Parent,0.0,0.0,0.0,1.0,5.0,0,0,0,0,0,0,0,First,Passion,University Residence,Self Catering,1.0,0.0,Less than 5km,Walking,less than 30 minutes,2,NSFAS,NSFAS,NSFAS,1.0,1.0,,
,,,,,Shawbury  SSS,English,1.0,0.0,Second,Parents or guardians,Between 41 and 60,Rural Village,8,7,Boarding school,0.0,0.0,School based feeding programme,Bachelor,2,1.0,Rural Village,"Guardian e.g., grandparent, uncle, siblings etc..",0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,First,The desire to make a difference,University Residence,Catered,1.0,0.0,Less than 5km,Walking,less than 30 minutes,1,NSFAS,NSFAS,NSFAS,1.0,1.0,,
,,,,,Moseki Secondary School ,Sepedi,1.0,0.0,Second,No fee-paying school,Between 20 and 30,Rural Village,8,8,Walking,0.0,1.0,School based feeding programme,School leaving,3,1.0,Rural Village,Both Parents,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,First,Passion,University Residence,Self Catering,1.0,0.0,Between 6km and 9km,Walking,less than 30 minutes,1,NSFAS,NSFAS,NSFAS,1.0,1.0,,
,,,,,Mmajane Secondary School,English,1.0,0.0,First,"Parents or guardians, No fee-paying school",Between 61 and 80,Rural Village,5,5,Walking,0.0,1.0,Parents provided lunch money,Bachelor,3,1.0,Rural Village,Both Parents,0.0,0.0,0.0,1.0,15.0,1,1,1,0,0,1,1,First,Passion,University Residence,Self Catering,1.0,1.0,Greater than 30km,University bus service,Between 31 minutes and an hour,2,NSFAS,NSFAS,NSFAS,1.0,1.0,,
1.0,1.0,0.0,1.0,1.0,Florida Park highschool ,English,0.0,1.0,First,Parents or guardians,Between 31 and 40,Public,9,9,Walking,0.0,1.0,Parents provided lunch box.,Bachelor,4,1.0,Suburb/City/Town,Both Parents,0.0,0.0,0.0,1.0,6.0,1,1,0,0,0,0,1,First,The desire to make a difference,University Residence,Self Catering,1.0,1.0,Less than 5km,Walking,less than 30 minutes,3,Government scholarship/bursary,Government scholarship/bursary,Government scholarship/bursary,,,,
,,,,,Ngono Secondary School ,IsiZulu,1.0,1.0,First,No fee-paying school,Between 61 and 80,Rural Village,2,2,Walking,0.0,0.0,School based feeding programme,Bachelor,1,1.0,Rural Village,No support,0.0,0.0,0.0,1.0,5.0,1,1,0,0,1,1,1,First,The desire to make a difference,University Residence,Self Catering,0.0,0.0,Greater than 30km,University bus service,Between 31 minutes and an hour,1,Funding arrangements not analyzed (if none of the above options apply),Funding arrangements not finalized (if none of the above options apply),Funding arrangements not finalized (if none of the above options apply),0.0,0.0,,
,,,,,Mp Magagula High School,SiSwati,1.0,0.0,Second,No fee-paying school,Greater than 80,Rural Village,7,5,Walking,0.0,0.0,School based feeding programme,School leaving,3,1.0,Rural Village,"Guardian e.g., grandparent, uncle, siblings etc..",0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,1,1,First,Job Security,University Residence,,1.0,0.0,Less than 5km,Walking,less than 30 minutes,2,Funding arrangements not analyzed (if none of the above options apply),Funding arrangements not finalized (if none of the above options apply),"Guardian e.g., grandparent, uncle, siblings etc.",0.0,0.0,,
,,,,,Harry Oppenheimer Agricultural High school ,Sepedi,1.0,1.0,First,Parents or guardians,Greater than 80,Farm,12,10,Boarding school,0.0,1.0,School based feeding programme,Bachelor,2,1.0,Rural Village,Both Parents,0.0,0.0,,1.0,6.0,1,0,0,0,0,0,1,First,Passion,University Residence,Self Catering,1.0,0.0,Between 6km and 9km,Walking,Between 31 minutes and an hour,1,NSFAS,NSFAS,NSFAS,1.0,1.0,,
,,,,,Mapetla High School ,English,1.0,1.0,Second,No fee-paying school,Between 31 and 40,Township,5,5,Public Transport,0.0,1.0,School based feeding programme,Bachelor,5,1.0,Township,Single Parent,0.0,0.0,0.0,1.0,5.0,1,1,1,0,1,1,1,First,Passion,University Residence,Self Catering,1.0,1.0,Less than 5km,Walking,less than 30 minutes,3,Government scholarship/bursary,Government scholarship/bursary,Government scholarship/bursary,,,,
,,,,,Mphegolle High School ,Sepedi,1.0,1.0,Second,No fee-paying school,Between 61 and 80,Rural Village,6,7,Scholar transport (Rural learners),0.0,1.0,School based feeding programme,Bachelor,4,1.0,Rural Village,Both Parents,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,1,First,Role Models,University Residence,Catered,1.0,0.0,Less than 5km,Walking,less than 30 minutes,2,NSFAS,NSFAS,NSFAS,1.0,1.0,,
,,,,,Lubhoko Comprehensive High school,IsiZulu,1.0,1.0,Second,Parents or guardians,Greater than 80,Farm,6,5,Public Transport,0.0,1.0,School based feeding programme,Bachelor,2,0.0,,Single Parent,0.0,0.0,0.0,1.0,5.0,1,0,1,0,1,1,1,First,Passion,University Residence,Self Catering,1.0,0.0,Less than 5km,Walking,less than 30 minutes,1,NSFAS,NSFAS,NSFAS,1.0,1.0,,Unemployed and receiving social grant
,,,,,Tshepagalang Secondary,Setswana,1.0,0.0,First,No fee-paying school,Between 31 and 40,Township,9,9,Walking,1.0,0.0,School based feeding programme,Bachelor,2,0.0,Rural Village,Single Parent,0.0,0.0,0.0,0.0,0.0,1,1,1,0,1,1,1,First,Passion,University Residence,Self Catering,1.0,0.0,Less than 5km,Walking,less than 30 minutes,2,Funding arrangements not analyzed (if none of the above options apply),Funding arrangements not finalized (if none of the above options apply),Funding arrangements not finalized (if none of the above options apply),,,,
0.5,0.5,0.0,1.0,1.0,Pakamani SSS,IsiXhosa,1.0,1.0,First,Parents or guardians,Greater than 80,Rural Village,5,6,Walking,0.0,0.0,One meal a day at home,Bachelor,1,1.0,Rural Village,Single Parent,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,1,1,First,Passion,University Residence,Self Catering,1.0,1.0,Greater than 30km,University bus service,Between 31 minutes and an hour,1,NSFAS,NSFAS,NSFAS,1.0,1.0,,
,,,,,Schoongezicht secondary school ,English,1.0,0.0,First,No fee-paying school,Greater than 80,Rural Village,7,5,Walking,0.0,0.0,School based feeding programme,Bachelor,2,1.0,Rural Village,Both Parents,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,First,Passion,University Residence,Self Catering,1.0,1.0,Less than 5km,Walking,Between 31 minutes and an hour,1,"Bursary e.g., Eskom, Sasol etc.","Bursary e.g., Eskom, Sasol etc","Bursary e.g., Eskom, Sasol etc.",,,,
,,,,,Makaula senior secondary School ,xhosa,1.0,1.0,Second,No fee-paying school,Between 31 and 40,Rural Village,8,9,Boarding school,0.0,,School based feeding programme,Bachelor,2,1.0,Rural Village,Both Parents,0.0,0.0,0.0,0.0,0.0,1,1,1,0,1,1,1,First,Passion,University Residence,Self Catering,1.0,1.0,Between 10km and 14km,University bus service,Between 31 minutes and an hour,2,NSFAS,NSFAS,NSFAS,1.0,1.0,Domestic servant or unskilled labour,Unemployed and receiving social grant
,,,,,Bataung Secondary school ,Sepedi,1.0,0.0,Second,Government scholarship/bursary,Between 41 and 60,Rural Village,4,3,Walking,0.0,1.0,Parents provided lunch money,School leaving,2,0.0,Rural Village,Single Parent,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1,1,1,First,Passion,University Residence,Self Catering,0.0,0.0,Less than 5km,Walking,less than 30 minutes,2,NSFAS,NSFAS,NSFAS,1.0,1.0,,Unemployed and looking for work
,,,,,St Augustine Residential School ,English,1.0,1.0,Second,Parents or guardians,Greater than 80,Township,7,4,Public Transport,0.0,0.0,Parents provided lunch box.,Bachelor,2,0.0,Rural Village,"Guardian e.g., grandparent, uncle, siblings etc..",0.0,0.0,0.0,1.0,6.0,1,0,0,0,0,0,1,First,Family,University Residence,Self Catering,1.0,1.0,Less than 5km,Walking,Between 31 minutes and an hour,1,Government scholarship/bursary,Government scholarship/bursary,Government scholarship/bursary,,,,
,,,,,Boitshepo Secondary School ,Setswana,1.0,1.0,Second,No fee-paying school,Between 31 and 40,Township,8,8,Walking,0.0,1.0,Parents provided lunch box.,Bachelor,5,1.0,Township,Both Parents,0.0,0.0,0.0,1.0,5.0,1,0,0,0,0,0,1,First,Passion,University Residence,Self Catering,1.0,1.0,Between 6km and 9km,University bus service,Between 31 minutes and an hour,2,"Bursary e.g., Eskom, Sasol etc.","Bursary e.g., Eskom, Sasol etc","Bursary e.g., Eskom, Sasol etc.",,,,Unemployed and receiving social grant
,,,,,St John’s College uMthatha ,IsiXhosa,1.0,0.0,Second,Parents or guardians,Between 41 and 60,Suburb/City/Town,12,11,Boarding school,0.0,1.0,School based feeding programme,Bachelor,5,1.0,Rural Village,Both Parents,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1,1,1,First,Passion,University Residence,Self Catering,0.0,1.0,Less than 5km,Walking,less than 30 minutes,1,Parent/Parents,Parent/Parents,,1.0,0.0,Employed and earning salary/wages,Employed and earning salary/wages
,,,,,Westridge Highschool ,English,0.0,0.0,Third,Parents or guardians,Between 41 and 60,Township,10,7,Public Transport,1.0,1.0,Parents provided lunch box.,Bachelor,5,1.0,Suburb/City/Town,Both Parents,0.0,0.0,0.0,1.0,5.0,1,1,0,0,1,1,1,First,Passion,University Residence,Self Catering,0.0,0.0,Between 6km and 9km,Walking,less than 30 minutes,2,Parent/Parents,Parent/Parents,"Guardian e.g., grandparent, uncle, siblings etc.",,,Employed and earning salary/wages,Employed and earning salary/wages
,,,,,Platinum village secondary school ,English,1.0,0.0,Second,Merit scholarships,Between 41 and 60,Suburb/City/Town,11,10,Public Transport,0.0,1.0,Parents provided lunch box.,Bachelor,2,1.0,Township,Single Parent,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,First,Passion,University Residence,Self Catering,1.0,1.0,,University bus service,Between 31 minutes and an hour,1,Funding arrangements not analyzed (if none of the above options apply),Funding arrangements not finalized (if none of the above options apply),Funding arrangements not finalized (if none of the above options apply),,,,
,,,,,Mbilwi Secondary School,English,1.0,1.0,Second,Parents or guardians,Between 41 and 60,Rural Village,9,8,Public Transport,0.0,0.0,Parents provided lunch box.,Bachelor,5,1.0,Rural Village,Both Parents,0.0,0.0,0.0,0.0,0.0,1,1,1,0,1,1,1,First,Passion,University Residence,Self Catering,1.0,0.0,Between 6km and 9km,Walking,Between 31 minutes and an hour,2,Parent/Parents,Funding arrangements not finalized (if none of the above options apply),Funding arrangements not finalized (if none of the above options apply),,,Employed and earning salary/wages,Employed and earning salary/wages
,,,,,Solomon Mahlangu Freedom School,English,1.0,0.0,Third,No fee-paying school,Between 41 and 60,Township,5,3,Walking,0.0,0.0,Parents provided lunch money,Bachelor,3,1.0,Township,Single Parent,1.0,3.0,0.0,1.0,5.0,1,1,0,0,1,1,1,First,The desire to make a difference,University Residence,Self Catering,1.0,1.0,Less than 5km,Walking,less than 30 minutes,2,Government scholarship/bursary,Government scholarship/bursary,Government scholarship/bursary,,,,
0.5,0.5,0.0,1.0,1.0,Tlhorong SS ,Sesotho,1.0,1.0,First,No fee-paying school,Between 31 and 40,Home schooling,6,2,Walking,0.0,0.0,School based feeding programme,Bachelor,2,1.0,Township,Single Parent,0.0,0.0,0.0,1.0,5.0,1,1,0,0,1,1,1,First,Other,Accommodation,,1.0,1.0,Between 20km and 30km,University bus service,Between 31 minutes and an hour,2,NSFAS,NSFAS,NSFAS,1.0,1.0,,Unemployed and looking for work
,,,,,Palmridge Secondary School ,English,1.0,0.0,Second,No fee-paying school,Between 31 and 40,Suburb/City/Town,11,9,Walking,1.0,1.0,School based feeding programme,Bachelor,2,1.0,Township,Both Parents,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,First,Passion,University Residence,Self Catering,1.0,1.0,Less than 5km,Walking,Between 31 minutes and an hour,2,NSFAS,NSFAS,NSFAS,1.0,1.0,,
,,,,,Khatisa Secondary School ,English,1.0,1.0,First,No fee-paying school,Between 41 and 60,Rural Village,6,5,Scholar transport (Rural learners),0.0,1.0,School based feeding programme,Bachelor,5,1.0,Rural Village,Both Parents,0.0,0.0,0.0,0.0,0.0,1,1,1,0,1,1,1,First,Family,University Residence,Self Catering,0.0,1.0,Less than 5km,Walking,Between 31 minutes and an hour,2,NSFAS,NSFAS,NSFAS,1.0,1.0,Employed and earning salary/wages,Unemployed and looking for work
,,,,,Chika secondary school,Sepedi,1.0,1.0,First,No fee-paying school,Greater than 80,Rural Village,9,9,School Bus,0.0,1.0,School based feeding programme,Bachelor,3,1.0,Rural Village,Single Parent,1.0,3.0,0.0,1.0,6.0,1,1,1,0,1,1,1,First,Passion,University Residence,Self Catering,1.0,1.0,Between 6km and 9km,Walking,Between 31 minutes and an hour,2,NSFAS,NSFAS,NSFAS,1.0,1.0,,
,,,,,Springs boys high school ,English,0.0,0.0,Second,Parents or guardians,Between 20 and 30,Suburb/City/Town,11,10,Public Transport,0.0,1.0,Two meals a day,Diploma,5,1.0,Suburb/City/Town,Both Parents,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,1,1,First,Passion,University Residence,Self Catering,1.0,1.0,Less than 5km,Walking,less than 30 minutes,2,"Bursary e.g., Eskom, Sasol etc.","Bursary e.g., Eskom, Sasol etc","Bursary e.g., Eskom, Sasol etc.",,,,
,,,,,Mabea High School ,Sepedi,1.0,1.0,First,No fee-paying school,Between 31 and 40,Rural Village,11,10,Scholar transport (Rural learners),1.0,1.0,School based feeding programme,Bachelor,0,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,0,,,,,,,
,,,,,John Mutheiwana ,English,1.0,0.0,Second,Parents or guardians,Between 41 and 60,Rural Village,8,6,Walking,0.0,0.0,School based feeding programme,Bachelor,5,1.0,Rural Village,Both Parents,0.0,0.0,0.0,1.0,6.0,1,1,0,0,0,1,1,First,The desire to make a difference,Accommodation,,1.0,0.0,Between 6km and 9km,University bus service,Between 31 minutes and an hour,2,NSFAS,NSFAS,NSFAS,1.0,1.0,,
,,,,,Dynamique Private High School ,English,0.0,0.0,Second,Parents or guardians,Between 31 and 40,Suburb/City/Town,8,7,Boarding school,0.0,1.0,Three meals a day,Bachelor,6,1.0,Rural Village,Both Parents,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,1,1,First,Passion,University Residence,Self Catering,1.0,1.0,Less than 5km,Walking,less than 30 minutes,2,NSFAS,NSFAS,NSFAS,1.0,1.0,,
,,,,,KwaNotshelwa High school ,IsiZulu,1.0,1.0,Second,No fee-paying school,Greater than 80,Rural Village,9,6,Walking,0.0,0.0,School based feeding programme,Bachelor,4,1.0,Rural Village,Single Parent,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,1,1,First,Passion,University Residence,Self Catering,0.0,0.0,Less than 5km,Walking,less than 30 minutes,2,NSFAS,NSFAS,NSFAS,1.0,1.0,,Unemployed and looking for work
,,,,,Reitumetse Secondary School,Sepedi,1.0,0.0,Second,No fee-paying school,Between 31 and 40,Township,9,6,Walking,0.0,0.0,Community based/NGO feeding programme,School leaving,3,1.0,Township,"Guardian e.g., grandparent, uncle, siblings etc..",0.0,0.0,0.0,0.0,0.0,1,1,1,0,1,1,1,First,Family,University Residence,Self Catering,1.0,1.0,Less than 5km,Walking,Between 31 minutes and an hour,2,NSFAS,NSFAS,NSFAS,1.0,1.0,,
,,,,,Matshwara ,Sepedi,1.0,1.0,First,No fee-paying school,Between 31 and 40,Public,9,8,Scholar transport (Rural learners),0.0,0.0,School based feeding programme,School leaving,1,0.0,Rural Village,Single Parent,0.0,0.0,0.0,1.0,6.0,1,1,1,0,0,1,1,First,The desire to make a difference,University Residence,Self Catering,1.0,1.0,Less than 5km,Walking,less than 30 minutes,3,Government scholarship/bursary,Government scholarship/bursary,Government scholarship/bursary,,,Employed and earning salary/wages,Domestic servant or unskilled labour
,,,,,Mphegolle secondary school ,Sepedi,1.0,1.0,First,Government scholarship/bursary,Between 61 and 80,Rural Village,6,5,Public Transport,0.0,0.0,School based feeding programme,Bachelor,3,,Rural Village,Both Parents,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,1,1,First,The desire to make a difference,University Residence,Self Catering,1.0,1.0,Between 6km and 9km,Walking,Between 31 minutes and an hour,2,NSFAS,NSFAS,NSFAS,1.0,1.0,,
,,,,,Mukula Integrated  School ,Tshivenda,1.0,1.0,First,,Between 61 and 80,Private school,9,4,School Bus,0.0,0.0,,Bachelor,3,1.0,,Single Parent,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,1,1,First,Passion,University Residence,Self Catering,1.0,,Between 10km and 14km,Walking,Between 31 minutes and an hour,2,NSFAS,NSFAS,NSFAS,1.0,1.0,,
,,,,,Pretoria Boys High School,English,1.0,1.0,First,Parents or guardians,Between 20 and 30,Private school,11,9,Walking,1.0,1.0,Parents provided lunch box.,Bachelor,3,1.0,Township,Both Parents,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,1,First,Passion,University Residence,Self Catering,1.0,,Between 15km and 19km,Public transport,Between 1 and 2 hours,2,Parent/Parents,Parent/Parents,Paying for myself,,,Employed and earning salary/wages,
,,,,,Sekhukhusa Senior Secondary School ,Sepedi,1.0,1.0,Third,"Bursary e.g., Sasol, Eskom etc.",Greater than 80,Public,6,6,Walking,0.0,1.0,School based feeding programme,Bachelor,3,1.0,Rural Village,Both Parents,0.0,0.0,1.0,1.0,5.0,1,1,1,0,1,1,1,Third,Passion,University Residence,Self Catering,1.0,1.0,Greater than 30km,University bus service,Between 31 minutes and an hour,1,NSFAS,NSFAS,NSFAS,1.0,1.0,Self-employed,Employed and earning salary/wages
,,,,,Masobe High School,Sepedi,1.0,1.0,Second,No fee-paying school,Between 61 and 80,Rural Village,8,7,Walking,1.0,0.0,School based feeding programme,Bachelor,2,1.0,Rural Village,Single Parent,0.0,0.0,,1.0,6.0,1,1,0,0,1,1,1,First,Family,University Residence,Self Catering,1.0,0.0,Greater than 30km,University bus service,Between 31 minutes and an hour,1,NSFAS,NSFAS,NSFAS,1.0,1.0,,
,,,,,Mphanama Secondary School,IsiZulu,1.0,1.0,Second,No fee-paying school,Between 41 and 60,Public,11,11,Walking,1.0,0.0,School based feeding programme,Bachelor,4,0.0,Township,Single Parent,0.0,0.0,0.0,0.0,0.0,1,1,1,0,1,1,1,First,The desire to make a difference,University Residence,Self Catering,1.0,,Less than 5km,Walking,Between 31 minutes and an hour,2,NSFAS,NSFAS,NSFAS,1.0,1.0,,
1.0,1.0,0.0,1.0,1.0,Waterberg High School ,English,1.0,0.0,Third,Parents or guardians,Between 31 and 40,Suburb/City/Town,8,7,Walking,0.0,0.0,Parents provided lunch box.,Bachelor,4,1.0,Suburb/City/Town,Both Parents,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,First,Passion,Accommodation,,1.0,0.0,Between 20km and 30km,Public transport,less than 30 minutes,2,Parent/Parents,Parent/Parents,"Guardian e.g., grandparent, uncle, siblings etc.",,,Employed and earning salary/wages,Employed and earning salary/wages
,,,,,Nahakwe secondary school ,Sepedi,1.0,1.0,Second,No fee-paying school,Between 31 and 40,Rural Village,8,0,Walking,0.0,1.0,School based feeding programme,Bachelor,5,1.0,Rural Village,Both Parents,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1,0,1,First,Job Security,University Residence,Self Catering,0.0,1.0,Less than 5km,Walking,Between 31 minutes and an hour,2,NSFAS,NSFAS,NSFAS,1.0,1.0,,
,,,,,afrikaanse hoër meisies skool pretoria,Afrikaans,0.0,1.0,Second,Parents or guardians,Between 31 and 40,Suburb/City/Town,13,14,Own Automobile/car,1.0,0.0,Parents provided lunch box.,Bachelor,6,1.0,Suburb/City/Town,Both Parents,0.0,0.0,0.0,1.0,6.0,1,0,0,0,0,1,1,Second,Passion,Home,,,1.0,Greater than 30km,Own automobile/car,Between 31 minutes and an hour,2,Parent/Parents,Parent/Parents,,,,Employed and earning salary/wages,Unemployed and looking for work
,,,,,MBILWI SECONDARY SCHOOL,Tshivenda,1.0,1.0,Second,Parents or guardians,Between 61 and 80,Public,10,8,Public Transport,0.0,0.0,Parents provided lunch box.,Bachelor,4,0.0,Rural Village,"Guardian e.g., grandparent, uncle, siblings etc..",0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,1,Second,Family,University Residence,Self Catering,1.0,1.0,Less than 5km,Walking,less than 30 minutes,2,NSFAS,NSFAS,NSFAS,1.0,1.0,,
,,,,,Poo Secondary school ,English,1.0,0.0,Second,No fee-paying school,Between 61 and 80,Rural Village,8,6,Public Transport,0.0,0.0,Parents provided lunch money,Bachelor,3,1.0,Rural Village,"Guardian e.g., grandparent, uncle, siblings etc..",0.0,0.0,0.0,0.0,0.0,1,1,1,0,1,1,1,First,Other,University Residence,Self Catering,1.0,1.0,Between 20km and 30km,University bus service,Between 31 minutes and an hour,2,NSFAS,NSFAS,NSFAS,1.0,1.0,,
,,,,,PT Matlala secondary schoo;,Sepedi,1.0,1.0,Second,No fee-paying school,Between 20 and 30,Rural Village,6,5,Walking,0.0,1.0,School based feeding programme,Bachelor,2,1.0,Rural Village,"Guardian e.g., grandparent, uncle, siblings etc..",1.0,1.0,0.0,1.0,6.0,1,1,1,0,1,1,1,First,The desire to make a difference,University Residence,Self Catering,1.0,0.0,Between 20km and 30km,University bus service,Between 31 minutes and an hour,2,NSFAS,NSFAS,NSFAS,1.0,1.0,,
,,,,,Vulanindlela Secondary school,IsiZulu,1.0,1.0,First,No fee-paying school,Between 31 and 40,Township,8,8,Walking,1.0,0.0,School based feeding programme,Bachelor,3,1.0,Township,Both Parents,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1,0,1,Second,Other,University Residence,Self Catering,0.0,1.0,Between 6km and 9km,Walking,Between 31 minutes and an hour,3,NSFAS,NSFAS,NSFAS,1.0,1.0,,
,,,,,Nhluvuko high school ,Xitsonga,1.0,1.0,Second,No fee-paying school,Between 41 and 60,Rural Village,7,5,Walking,1.0,1.0,School based feeding programme,Bachelor,5,1.0,Rural Village,Both Parents,0.0,0.0,0.0,1.0,5.0,1,1,1,0,1,1,1,First,Family,University Residence,Self Catering,1.0,1.0,Greater than 30km,University bus service,Between 31 minutes and an hour,2,NSFAS,NSFAS,NSFAS,1.0,1.0,,
,,,,,A.M. ZANTSI SENIOR SECONDARY SCHOOL ,ISIXHOSA ,1.0,1.0,First,Parents or guardians,Greater than 80,Rural Village,4,5,Public Transport,0.0,0.0,School based feeding programme,Bachelor,4,0.0,Township,No support,0.0,0.0,1.0,1.0,5.0,1,1,1,0,1,1,1,Third,Job Security,University Residence,Self Catering,0.0,0.0,Less than 5km,Walking,less than 30 minutes,2,Funding arrangements not analyzed (if none of the above options apply),Funding arrangements not finalized (if none of the above options apply),"Guardian e.g., grandparent, uncle, siblings etc.",,,,
,,,,,St George College,English,0.0,0.0,First,Parents or guardians,Between 31 and 40,Private school,9,8,Dropped off by parent or relative,1.0,0.0,Parents provided lunch box.,Bachelor,6,0.0,Suburb/City/Town,Both Parents,0.0,0.0,1.0,0.0,0.0,1,0,1,0,1,0,1,First,Other,University Residence,Self Catering,0.0,1.0,Between 6km and 9km,Walking,less than 30 minutes,2,NSFAS,NSFAS,NSFAS,1.0,1.0,,
,,,,,Mbilwi secondary school ,Tshivenda,1.0,1.0,First,Parents or guardians,Between 61 and 80,Public,9,8,Dropped off by parent or relative,0.0,0.0,Parents provided lunch money,Bachelor,1,1.0,Rural Village,Both Parents,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,1,1,First,Role Models,University Residence,Self Catering,1.0,1.0,Greater than 30km,University bus service,Between 31 minutes and an hour,2,NSFAS,NSFAS,NSFAS,1.0,1.0,,
,,,,, ,English,1.0,0.0,Second,Parents or guardians,Between 20 and 30,Suburb/City/Town,11,10,Public Transport,1.0,0.0,Parents provided lunch money,Bachelor,5,1.0,Suburb/City/Town,Both Parents,0.0,0.0,0.0,0.0,0.0,1,1,1,0,1,1,1,First,Other,University Residence,Self Catering,1.0,0.0,Less than 5km,Walking,Between 31 minutes and an hour,2,NSFAS,NSFAS,NSFAS,1.0,1.0,Employed and earning salary/wages,Self-employed
,,,,,KLEINWATER COLLEGE ,English,0.0,0.0,Second,Parents or guardians,Between 20 and 30,Private school,11,11,Boarding school,0.0,1.0,Three meals a day,Bachelor,5,1.0,Suburb/City/Town,Single Parent,0.0,0.0,0.0,1.0,6.0,1,1,0,0,1,1,1,First,Family,University Residence,Self Catering,1.0,1.0,Between 20km and 30km,University bus service,Between 31 minutes and an hour,2,"Bursary e.g., Eskom, Sasol etc.","Bursary e.g., Eskom, Sasol etc","Guardian e.g., grandparent, uncle, siblings etc.",,,,
,,,,,Bafokeng High school ,Setswana,1.0,1.0,Second,No fee-paying school,Between 41 and 60,Public,7,6,Walking,0.0,1.0,Two meals a day,Bachelor,3,1.0,Rural Village,Family friend/Friend,1.0,2.0,0.0,0.0,0.0,1,1,0,0,0,1,1,First,Passion,University Residence,Catered,1.0,1.0,Between 6km and 9km,Walking,Between 31 minutes and an hour,1,NSFAS,NSFAS,NSFAS,1.0,1.0,Unemployed and looking for work,Employed and earning salary/wages
,,,,,Hoërskool Waterkloof,Afrikaans,1.0,1.0,Second,Parents or guardians,Between 41 and 60,Suburb/City/Town,12,7,Dropped off by parent or relative,1.0,1.0,Parents provided lunch box.,Bachelor,5,1.0,Suburb/City/Town,Family friend/Friend,0.0,0.0,0.0,1.0,5.0,1,1,0,0,0,1,1,First,The desire to make a difference,Home,,1.0,0.0,Greater than 30km,Own automobile/car,Between 31 minutes and an hour,2,"Loans e.g., bank, Edu loan etc.",,Paying for myself,,,Employed and earning salary/wages,Employed and earning salary/wages
,,,,,Soshanguve east secondary school,English,1.0,0.0,First,"Bursary e.g., Sasol, Eskom etc.",Between 41 and 60,Public,11,10,Walking,1.0,0.0,School based feeding programme,Bachelor,2,1.0,Rural Village,"Guardian e.g., grandparent, uncle, siblings etc..",0.0,0.0,0.0,1.0,6.0,1,1,1,0,0,1,1,First,Role Models,University Residence,Self Catering,1.0,0.0,Less than 5km,Walking,less than 30 minutes,1,Government scholarship/bursary,NSFAS,NSFAS,1.0,1.0,,
,,,,,Ipopeng High School ,Sepedi,1.0,1.0,Second,No fee-paying school,Greater than 80,Rural Village,6,5,School Bus,0.0,0.0,School based feeding programme,Bachelor,2,1.0,Rural Village,Both Parents,0.0,0.0,0.0,1.0,5.0,1,1,1,0,1,1,1,First,The desire to make a difference,University Residence,Self Catering,1.0,1.0,Between 10km and 14km,University bus service,Between 1 and 2 hours,1,NSFAS,NSFAS,NSFAS,1.0,1.0,,
,,,,,ratshepo secondary school ,Setswana,1.0,1.0,Second,Parents or guardians,Between 20 and 30,Township,8,6,School Bus,1.0,0.0,School based feeding programme,Bachelor,2,0.0,Township,Single Parent,0.0,0.0,0.0,1.0,5.0,1,0,0,0,0,1,1,Second,Other,University Residence,Self Catering,1.0,1.0,Between 20km and 30km,University bus service,Between 31 minutes and an hour,1,NSFAS,NSFAS,NSFAS,1.0,1.0,,
